X-coordinate;Y-coordinate;R-Radius
16500000000000000;-46700000000000000;5160000000000000
9830000000000000;-15100000000000000;3850000000000000
3240000000000000;-15400000000000000;30900000000000000
9350000000000000;-22500000000000000;2790000000000000
33100000000000000;-14800000000000000;11300000000000000
10100000000000000;-8530000000000000;3750000000000000
326000000000000;-1140000000000000;20700000000000000
32700000000000000;-1420000000000000;19200000000000000
10000000000000000;-7800000000000000;3630000000000000
32700000000000000;-14800000000000000;2580000000000000
32200000000000000;-1420000000000000;23600000000000000
9960000000000000;-9100000000000000;49400000000000000
3290000000000000;-7600000000000000;4440000000000000
10800000000000000;-7510000000000000;41600000000000000
3290000000000000;-1360000000000000;30500000000000000
3280000000000000;-5500000000000000;29500000000000000
9070000000000000;-7270000000000000;395000000000000
33300000000000000;-5440000000000000;2920000000000000
3260000000000000;-15400000000000000;47900000000000000
3400000000000000;-22900000000000000;3800000000000000
10300000000000000;-9690000000000000;2820000000000000
11000000000000000;-8950000000000000;3300000000000000
8470000000000000;-7700000000000000;3790000000000000
9360000000000000;-8070000000000000;6040000000000000
9910000000000000;-6370000000000000;29900000000000000
